# ID,Label
52403510017,206
52404304094,206
52403933171,254
52403382762,445
52404082559,181
52404114713,159
52403987583,155
52402878087,380
52401941286,110
52403527065,240
52403249483,59
52403177615,62
52403189753,62
52385372913,85
52403053495,48
52402528211,239
52403027173,177
52402014782,236
52402951863,80
52402403571,27
52402401971,27
52402826735,80
52402787780,256
52402626924,174
52402773280,174
52402336726,174
52402618639,174
52401808462,76
52402769070,295
52401814722,176
52402715340,80
52402556519,27
52402687998,80
52402588590,380
52402050761,33
52401432387,74
52399587846,110
52402416183,435
52402331275,436
52402391813,435
52402177614,437
52401891761,435
52402385313,438
52402385073,435
52402170894,435
52401371637,438
52402315035,438
52401371237,438
52402273510,349
52401319872,351
52402090949,384
52402090454,351
52401292792,351
52402080684,384
52402292898,384
52402078569,384
52402291338,436
52402077084,436
52401792731,436
52401792531,437
52401792426,437
52402076239,437
52401791716,437
52402071174,352
52402213830,351
52401785266,352
52402283273,351
52402210195,351
52402210085,351
52402277193,349
52401262472,349
52402274213,349
52402274033,349
52402203640,349
52402202445,349
52401773806,349
52401258097,349
52401257897,349
52401257757,349
52402056329,349
52402269528,349
52401764251,349
52402188805,349
52402257518,349
52402185670,349
52402255178,349
52401242867,349
52401746936,311
52401232912,311
52402174250,311
52402030139,311
52401231637,311
52401228982,311
52402027539,311
52401228692,311
52402152805,311
52402008674,311
52402152515,311
52402133375,71
52401914124,243
52401114907,243
52401629961,243
52401913264,243
52401629441,243
52402125363,243
52401912429,243
52401113092,243
52401911814,243
52401112392,243
52402054900,243
52402123623,243
52402054575,243
52402122723,243
52402053000,243
52402121583,243
52402121343,243
52401109282,243
52402120828,243
52402120523,243
52401623891,243
52402050990,243
52402050810,243
52402119083,243
52402118363,243
52402117748,243
52402048410,243
52401105537,243
52401620661,243
52401903949,243
52402047185,243
52402046685,243
52402046470,243
52401103387,243
52402114828,243
52402114548,243
52401901504,243
52402114063,243
52401617531,243
52402044075,243
52401100722,243
52401100522,243
52401615776,243
52401899274,243
52402112178,243
52401615271,243
52401898714,243
52402042415,243
52401099447,243
52401099327,243
52402111348,243
52401098882,243
52402041545,243
52402041365,243
52402040980,243
52401097712,243
52401612956,243
52401097172,243
52401096767,243
52402108608,243
52401895214,243
52402038250,243
52401095147,243
52402036705,243
52402036495,243
52401608511,243
52401092462,243
52401890659,243
52401600681,27
52401884139,27
52401600486,27
52401600456,27
52401883849,27
52402027540,27
52401883704,27
52402097198,27
52402027235,27
52401883234,27
52401599691,27
52402096748,27
52401599581,27
52401599456,27
52401599346,27
52402096428,27
52401083482,27
52401013827,257
52401013617,257
52402024703,257
52402024378,257
52402024158,257
52401527521,257
52402024023,257
52402023673,257
52402023583,257
52401810034,257
52401526196,257
52401526001,257
52401954190,257
52401808914,257
52402020883,257
52401523551,257
52401530471,257
52401015942,257
52401958670,257
52402027033,257
52401813499,257
52402026798,257
52401529756,257
52401957885,257
52401812804,257
52402025923,257
52402025618,257
52401956890,257
52402007493,257
52401509941,257
52401793069,257
52401508291,405
52401505521,405
