# ID,Label
2817908296,21
5533983367,51
5472183006,51
2935048555,164
2935047443,164
2935032009,164
2935730772,164
2934851115,164
5589933047,95
5590521720,95
5590520256,95
5589928293,95
5589927301,95
5589926247,95
5589925519,95
5649285001,14
5649275441,14
5649832228,14
5649820286,14
4730443269,127
4083349829,159
3904446056,148
3903638781,148
3900685143,147
3901368778,145
3247463856,95
2313808181,104
2310259105,104
3385960528,17
4292782327,35
6762147351,87
2294430560,66
2294426426,66
2294421794,66
2281898166,57
2281891262,57
2281885826,101
2245157150,67
2245157072,67
2234662426,67
2216510633,141
2216510571,141
2217302204,141
2216510341,141
2217301908,141
2213844957,57
2214637910,57
2214637860,32
2214637744,32
2214599396,32
1288093566,39
1287239053,39
1288093060,39
1287225629,39
846044916,113
538855358,34
538843512,34
538954175,109
512200894,111
512237995,111
512236459,111
492783211,113
5901740258,118
5901177573,118
5901176893,118
5900549047,122
5901112992,122
5901102332,122
5893893866,122
5893327749,122
5892364594,122
3884183101,86
3838183564,150
3782116709,132
6250377753,162
2957198835,114
2951906636,114
2951055041,114
2951905622,114
2951054397,116
2951905046,116
2951904752,116
2951904454,116
2951904156,116
2617377373,16
2617375717,16
2617374397,16
4783511024,141
2389039353,141
6389509055,24
6374741449,24
6524388873,24
6524387965,24
6520601357,24
6466244497,24
240826145,41
2241471598,105
2241467268,25
3392102888,19
3390201209,19
3199487382,38
6337868085,116
6318104547,114
4924737028,103
5310891462,86
5357016213,86
5357014303,86
4936167452,102
4979185748,103
4973072877,102
4972181474,102
4936160524,102
4933202314,102
4924739900,102
3829739162,25
3829739034,25
3828940283,25
3829738770,25
3804477082,35
3803662545,35
3803662389,35
3804476076,35
3804475632,35
3624900723,25
3624900479,25
3624900173,25
3625717892,25
3603530432,130
5774758185,89
5041579732,90
5041577710,90
5034395586,108
5034391962,108
5034383414,108
4999919943,90
4999897343,90
5000497758,90
5000495274,90
4999889679,90
5000489344,90
5000485946,90
4999877877,90
4999771897,90
4999111132,86
4995231710,86
4995214974,46
4994572989,86
4994568869,86
4992467179,86
4992462127,86
4988552729,86
4989143568,90
4207114954,150
6476277901,43
6964984641,49
6964925795,49
6476380335,43
6476372477,137
6476365775,137
6476363927,137
6476351981,137
6476349503,137
6476304763,87
6476278917,43
2595717960,137
4207114458,150
4206354807,150
4206355853,150
4206355231,150
4206354347,150
4207111992,150
4207111418,150
4206352937,150
4207110304,150
4207109860,150
4206351371,150
4206350625,150
4207107932,150
4207107362,150
4206348825,150
4206348285,150
4206347765,150
4206347173,150
4207104618,150
4206346159,150
109362613,37
2837339236,24
2578355498,95
2577521739,95
2577521093,95
2577520401,95
2577519835,95
2578352148,95
2578333224,51
2578332108,51
2578331486,51
2577497725,51
2577497277,51
2577496461,51
2577479593,96
2578312396,96
2578312134,51
2578311552,51
2578311156,51
2440607165,16
2440609945,16
2440609625,16
2440609115,16
2440608591,16
2441438612,16
2441438406,16
2441437978,16
2440606975,16
2440606685,16
2441436644,16
2441436430,16
2441436210,16
2441435872,16
2441435306,16
2440604579,16
6915732929,133
6915730029,133
6915727495,151
6915724241,133
6915721907,151
6915719129,133
6915715971,152
6915712377,152
6915709577,133
6915706839,47
6915704983,47
6915702583,89
6915699949,47
6915696431,47
6915693155,47
6915689747,47
6915686573,47
6915683865,89
6915680779,47
6915677975,47
6915672947,47
6915670675,47
6915668663,47
6915665975,47
6915663215,47
6915660925,47
6915658205,47
6915655495,47
6915653435,47
6915651029,47
6915648955,47
6915646691,47
6915644225,47
6915641733,47
6915639287,47
6915636983,47
6915634463,47
6915631951,47
6915629451,47
6915627313,47
6915624515,47
6915622007,47
6915619297,47
6915616537,47
6915613593,47
6915610711,47
6915607555,47
6915605433,47
6915602769,47
6915600071,47
