ID,Label
52403510017,319
52404304094,319
52403933171,849
52403382762,1401
52404082559,975
52404114713,592
52403987583,384
52402878087,1073
52401941286,68
52403527065,1180
52403249483,133
52403177615,138
52403189753,138
52385372913,1577
52403053495,118
52402528211,962
52403027173,610
52402014782,956
52402951863,988
52402403571,518
52402401971,518
52402826735,988
52402787780,482
52402626924,273
52402773280,273
52402336726,273
52402618639,273
52401808462,153
52402769070,508
52401814722,275
52402324381,268
52402715340,988
52402556519,342
52389279242,458
52402687998,987
52402588590,1073
52402050761,524
52401432387,44
52381457012,1574
52399587846,68
52402416183,1306
52402331275,1308
52402391813,1506
52402177614,1309
52401891761,1506
52402385313,1098
52402385073,1506
52402170894,1506
52401371637,1098
52402315035,1098
52401371237,1098
52402273510,1295
52401319872,1093
52402090949,1099
52402090454,1095
52401292792,1095
52402080684,1101
52402292898,1100
52402078569,1100
52402291338,1307
52402077084,1307
52401792731,1307
52401792531,1309
52401792426,1309
52402076239,1309
52401791716,1309
52402071174,1304
52402213830,1096
52401785266,1304
52402283273,1096
52402210195,1093
52402210085,1093
52402277193,1089
52401262472,1089
52402274213,1089
52402274033,1089
52402203640,1089
52402202445,1089
52401773806,1089
52401258097,1295
52401257897,1295
52401257757,1294
52402056329,1294
52402269528,898
52401764251,1526
52402188805,1526
52402257518,1526
52402185670,899
52402255178,899
52401242867,899
52401746936,1552
52401232912,1552
52402174250,1552
52402030139,1552
52401231637,1552
52401228982,1552
52402027539,1552
52401228692,1552
52402152805,1552
52402008674,1552
52402152515,908
52402133375,144
52401914124,1190
52401114907,1190
52401629961,1190
52401913264,1190
52401629441,1190
52402125363,1190
52401912429,1190
52401113092,1190
52401911814,1190
52401112392,1481
52402054900,1481
52402123623,1481
52402054575,1481
52402122723,1481
52402053000,1481
52402121583,1191
52402121343,1191
52401109282,1191
52402120828,1191
52402120523,1193
52401623891,1193
52402050990,1192
52402050810,1192
52402119083,823
52402118363,823
52402117748,823
52402048410,823
52401105537,823
52401620661,1189
52401903949,1192
52402047185,1192
52402046685,1192
52402046470,1572
52401103387,1189
52402114828,1189
52402114548,1189
52401901504,822
52402114063,822
52401617531,1191
52402044075,1191
52401100722,1191
52401100522,1191
52401615776,1481
52401899274,1481
52402112178,1572
52401615271,1572
52401898714,1572
52402042415,1572
52401099447,1572
52401099327,1572
52402111348,1572
52401098882,1572
52402041545,1572
52402041365,1572
52402040980,1572
52401097712,1572
52401612956,1572
52401097172,1572
52401096767,1572
52402108608,1572
52401895214,1572
52402038250,1572
52401095147,1572
52402036705,1572
52402036495,1572
52401608511,1572
52401092462,1572
52401890659,1572
52401600681,342
52401884139,342
52401600486,342
52401600456,342
52401883849,342
52402027540,342
52401883704,344
52402097198,344
52402027235,344
52401883234,344
52401599691,343
52402096748,344
52401599581,345
52401599456,345
52401599346,345
52402096428,345
52401083482,345
52401013827,1585
52401013617,1585
52402024703,1585
52402024378,1585
52402024158,1585
52401527521,1585
52402024023,1585
52402023673,1585
52402023583,1585
52401810034,1585
52401526196,1585
52401526001,1585
52401954190,1585
52401808914,1585
52402020883,1585
52401523551,1585
52401530471,1585
52401015942,1585
52401958670,1585
52402027033,1585
52401813499,1585
52402026798,1585
52401529756,1585
52401957885,1585
52401812804,1585
52402025923,1585
52402025618,1585
52401956890,1585
52402007493,484
52401509941,484
52401793069,484
52401508291,828
52401505521,828
52402002223,828
52401985248,298
52401458761,882
52401942538,882
52401445436,882
52401873370,882
52401940638,882
52400929812,882
52401940313,882
52377426491,1574
52401600350,1452
52401666098,1452
52399465819,68
52401537050,716
52401535883,908
52401535688,1099
52401535358,1307
52401465500,702
52401321134,341
52401465050,341
52401529413,341
52355947431,1577
52390630760,1574
52400934886,1073
52356374665,1577
52402825407,1096
52403835808,727
52401123184,384
52401304488,543
52401304423,1091
52400808571,1091
52400808511,723
52401492860,1574
52401166620,51
52363769689,1577
52401491195,1574
52389279217,458
52366030623,1574
52355004577,1577
52400154334,1033
52399351587,1033
52399351307,1033
52400153274,1033
