# id,url,longitude,latitude
2817908296,https://farm4.staticflickr.com/3116/2817908296_868fb3c095.jpg,9.191941,46.460103
5533983367,https://farm6.staticflickr.com/5215/5533983367_bfe50fbe5f.jpg,8.961124,46.062571
5472183006,https://farm6.staticflickr.com/5291/5472183006_f611d4a73e.jpg,8.963059,46.063769
2935048555,https://farm4.staticflickr.com/3018/2935048555_e72407ba92.jpg,8.538093,47.373377
2935047443,https://farm4.staticflickr.com/3005/2935047443_26c77cf283.jpg,8.538093,47.373377
2935032009,https://farm4.staticflickr.com/3283/2935032009_b0dc8dc6b8.jpg,8.538093,47.373377
2935730772,https://farm4.staticflickr.com/3282/2935730772_369de0c0ee.jpg,8.538093,47.373377
2934851115,https://farm4.staticflickr.com/3236/2934851115_0b730d11c2.jpg,8.538093,47.373377
5589933047,https://farm6.staticflickr.com/5147/5589933047_8fa36102f4.jpg,8.961024,46.003072
5590521720,https://farm6.staticflickr.com/5296/5590521720_818d769664.jpg,8.956840,46.004287
5590520256,https://farm6.staticflickr.com/5101/5590520256_c1a786da80.jpg,8.956539,46.004235
5589928293,https://farm6.staticflickr.com/5183/5589928293_5b87141209.jpg,8.950982,46.002864
5589927301,https://farm6.staticflickr.com/5257/5589927301_6d166b2601.jpg,8.951346,46.002990
5589926247,https://farm6.staticflickr.com/5148/5589926247_573a6141df.jpg,8.947784,46.004936
5589925519,https://farm6.staticflickr.com/5101/5589925519_89f646193c.jpg,8.947613,46.005331
5649285001,https://farm6.staticflickr.com/5221/5649285001_6f483aa902.jpg,10.003683,46.419369
5649275441,https://farm6.staticflickr.com/5228/5649275441_b0ef4e54ac.jpg,10.002630,46.420136
5649832228,https://farm6.staticflickr.com/5267/5649832228_fcf2f5b6a2.jpg,10.003522,46.419961
5649820286,https://farm6.staticflickr.com/5150/5649820286_9732291aca.jpg,10.021733,46.410586
4730443269,https://farm2.staticflickr.com/1037/4730443269_7bd613fc30.jpg,6.147081,46.226429
4083349829,https://farm3.staticflickr.com/2526/4083349829_2d0cfda51e.jpg,6.149682,46.201502
3904446056,https://farm4.staticflickr.com/3522/3904446056_58f87fa17b.jpg,7.449803,46.947955
3903638781,https://farm3.staticflickr.com/2665/3903638781_b605ce265d.jpg,7.449803,46.947955
3900685143,https://farm3.staticflickr.com/2617/3900685143_a78e39a985.jpg,6.156409,46.207064
3901368778,https://farm3.staticflickr.com/2556/3901368778_6c73c6da48.jpg,6.149425,46.208348
3247463856,https://farm4.staticflickr.com/3420/3247463856_37149b074d.jpg,8.958106,46.004235
2313808181,https://farm4.staticflickr.com/3101/2313808181_d03747c93f.jpg,7.897099,46.565292
2310259105,https://farm4.staticflickr.com/3123/2310259105_d5b8dea8f2.jpg,7.893204,46.566237
3385960528,https://farm4.staticflickr.com/3648/3385960528_6726ff3b65.jpg,9.415454,46.427386
4292782327,https://farm3.staticflickr.com/2787/4292782327_cf35fef63a.jpg,7.505657,46.835484
6762147351,https://farm8.staticflickr.com/7162/6762147351_3d1c0a9d9b.jpg,7.650947,47.587583
5799387526,https://farm6.staticflickr.com/5141/5799387526_c34f1ee9d7.jpg,8.919868,45.891057
5798837907,https://farm4.staticflickr.com/3493/5798837907_5099e87673.jpg,8.919868,45.891057
5798837413,https://farm6.staticflickr.com/5025/5798837413_4bf433be12.jpg,8.919868,45.891057
5799385942,https://farm3.staticflickr.com/2620/5799385942_3849dc0900.jpg,8.919868,45.891057
2294430560,https://farm3.staticflickr.com/2268/2294430560_b8ae12e4c9.jpg,6.873021,46.547143
2294426426,https://farm3.staticflickr.com/2104/2294426426_d6e5d81351.jpg,6.869845,46.546317
2294421794,https://farm3.staticflickr.com/2374/2294421794_eb13e9754b.jpg,6.869845,46.546317
2281898166,https://farm4.staticflickr.com/3196/2281898166_a36e714af4.jpg,6.413161,46.606289
2281891262,https://farm4.staticflickr.com/3120/2281891262_8c01cb7351.jpg,6.410501,46.604963
2281885826,https://farm3.staticflickr.com/2138/2281885826_31ffffd999.jpg,6.792726,46.467423
2245157150,https://farm3.staticflickr.com/2154/2245157150_69a71810c0.jpg,7.128474,46.471059
2245157072,https://farm3.staticflickr.com/2074/2245157072_37e82897a9.jpg,7.128474,46.471059
2234662426,https://farm3.staticflickr.com/2196/2234662426_7dd6a8ee30.jpg,7.129032,46.472980
2216510633,https://farm3.staticflickr.com/2229/2216510633_b2433b76ef.jpg,6.626654,46.522160
2216510571,https://farm3.staticflickr.com/2233/2216510571_367492a1e7.jpg,6.626654,46.522160
2217302204,https://farm3.staticflickr.com/2238/2217302204_d7b4202ee5.jpg,6.626654,46.522160
2216510341,https://farm3.staticflickr.com/2270/2216510341_a21206cfa6.jpg,6.626654,46.522160
2217301908,https://farm3.staticflickr.com/2086/2217301908_7fb573b464.jpg,6.626654,46.522160
2213844957,https://farm3.staticflickr.com/2118/2213844957_d2eb9d1606.jpg,6.444511,46.576562
2214637910,https://farm3.staticflickr.com/2150/2214637910_e91c7e11b6.jpg,6.444511,46.576562
2214637860,https://farm3.staticflickr.com/2218/2214637860_3a1a46c700.jpg,6.598148,46.724565
2214637744,https://farm3.staticflickr.com/2025/2214637744_c4f84cc723.jpg,6.598148,46.724565
2214599396,https://farm3.staticflickr.com/2263/2214599396_013c91bbaa.jpg,6.598148,46.724565
1288093566,https://farm2.staticflickr.com/1182/1288093566_a1ab2baa61.jpg,7.973327,46.117037
1287239053,https://farm2.staticflickr.com/1192/1287239053_98b2d20bf1.jpg,7.973327,46.117037
1288093060,https://farm2.staticflickr.com/1289/1288093060_5cc3bb0668.jpg,7.973327,46.117037
1287225629,https://farm2.staticflickr.com/1235/1287225629_b2ae2dd681.jpg,7.973327,46.117037
846044916,https://farm2.staticflickr.com/1075/846044916_f4cc188685.jpg,6.616634,46.537609
538855358,https://farm2.staticflickr.com/1151/538855358_268a9320e3.jpg,6.948208,46.996046
538843512,https://farm2.staticflickr.com/1157/538843512_9db7f191d5.jpg,6.948208,46.996046
538954175,https://farm2.staticflickr.com/1100/538954175_3fe14df58b.jpg,6.672863,46.512836
515913212,https://farm1.staticflickr.com/225/515913212_3c391d4821.jpg,6.509056,46.638417
515937711,https://farm1.staticflickr.com/211/515937711_4d75105326.jpg,6.509056,46.638417
515937653,https://farm1.staticflickr.com/238/515937653_9bdb364228.jpg,6.509056,46.638417
515913036,https://farm1.staticflickr.com/195/515913036_6b1e6160cd.jpg,6.509056,46.638417
512200894,https://farm1.staticflickr.com/224/512200894_220a9a53ce.jpg,6.531801,46.510798
512237995,https://farm1.staticflickr.com/213/512237995_16bf8da935.jpg,6.531801,46.510798
512236459,https://farm1.staticflickr.com/218/512236459_ccb7b84444.jpg,6.543602,46.508332
492783211,https://farm1.staticflickr.com/208/492783211_c134213f7d.jpg,6.614627,46.548058
5901740258,https://farm7.staticflickr.com/6054/5901740258_b6fb50d24a.jpg,8.536663,47.359641
5901177573,https://farm7.staticflickr.com/6060/5901177573_91e69071ec.jpg,8.533830,47.356617
5901176893,https://farm6.staticflickr.com/5038/5901176893_69f962152a.jpg,8.533229,47.357054
5900549047,https://farm7.staticflickr.com/6023/5900549047_49787c3535.jpg,8.546533,47.360891
5901112992,https://farm7.staticflickr.com/6099/5901112992_955b3e7d00.jpg,8.546876,47.361269
5901102332,https://farm6.staticflickr.com/5277/5901102332_082a95cf31.jpg,8.545246,47.363682
5893893866,https://farm7.staticflickr.com/6024/5893893866_13ea216a6d.jpg,8.546705,47.359176
5893327749,https://farm7.staticflickr.com/6007/5893327749_3f25d7b048.jpg,8.549966,47.354553
5892364594,https://farm6.staticflickr.com/5072/5892364594_9e6ab223a7.jpg,8.550052,47.354059
4816145269,https://farm5.staticflickr.com/4143/4816145269_297fcb2562.jpg,8.313952,47.054390
3884183101,https://farm3.staticflickr.com/2486/3884183101_f265bc2d60.jpg,8.615942,47.678319
3838183564,https://farm3.staticflickr.com/2585/3838183564_70210bda22.jpg,8.539552,47.377850
3782116709,https://farm3.staticflickr.com/2599/3782116709_e861539650.jpg,8.315792,47.047785
6250377753,https://farm7.staticflickr.com/6094/6250377753_47e8110f46.jpg,8.307337,47.052040
2957198835,https://farm4.staticflickr.com/3296/2957198835_d561fe1959.jpg,6.930313,46.415848
2951906636,https://farm4.staticflickr.com/3012/2951906636_c1a1361be7.jpg,6.929454,46.414547
2951055041,https://farm4.staticflickr.com/3151/2951055041_ba8b01bf80.jpg,6.929454,46.414547
2951905622,https://farm4.staticflickr.com/3039/2951905622_414c4225fe.jpg,6.929454,46.414547
2951054397,https://farm4.staticflickr.com/3004/2951054397_fb5f879d6f.jpg,6.909027,46.433686
2951905046,https://farm3.staticflickr.com/2352/2951905046_09e842b86a.jpg,6.892976,46.440725
2951904752,https://farm4.staticflickr.com/3061/2951904752_797faafd93.jpg,6.904048,46.439069
2951904454,https://farm4.staticflickr.com/3074/2951904454_791095fd3c.jpg,6.906967,46.436644
2951904156,https://farm4.staticflickr.com/3271/2951904156_dc76911be5.jpg,6.878213,46.446432
2617377373,https://farm4.staticflickr.com/3005/2617377373_05f6a6fff5.jpg,9.020032,46.193645
2617375717,https://farm4.staticflickr.com/3066/2617375717_03d4281525.jpg,9.020032,46.193645
2617374397,https://farm4.staticflickr.com/3201/2617374397_b12633c06f.jpg,9.020032,46.193645
4783511024,https://farm5.staticflickr.com/4101/4783511024_a4e5dfe4a7.jpg,6.629841,46.520957
2389039353,https://farm4.staticflickr.com/3147/2389039353_d5b840c9ac.jpg,6.625560,46.523755
6389509055,https://farm7.staticflickr.com/6232/6389509055_1452f6f4b9.jpg,8.483161,47.057025
6374741449,https://farm7.staticflickr.com/6240/6374741449_5c93ccb89d.jpg,8.483161,47.057025
6524388873,https://farm8.staticflickr.com/7010/6524388873_39ebef3841.jpg,8.483161,47.057025
6524387965,https://farm8.staticflickr.com/7173/6524387965_cb20edab68.jpg,8.483161,47.057025
6520601357,https://farm8.staticflickr.com/7160/6520601357_fbef509e7f.jpg,8.483161,47.057025
6466244497,https://farm8.staticflickr.com/7004/6466244497_2ae9ddeb0b.jpg,8.483161,47.057025
240826145,https://farm1.staticflickr.com/89/240826145_a2a211ba0a.jpg,7.743644,47.015960
2241471598,https://farm3.staticflickr.com/2042/2241471598_dcba235af4.jpg,7.889685,46.691731
2241467268,https://farm3.staticflickr.com/2122/2241467268_9860927d86.jpg,8.399133,46.735390
3392102888,https://farm4.staticflickr.com/3435/3392102888_dd1a788ef9.jpg,9.829416,46.813945
3390201209,https://farm4.staticflickr.com/3572/3390201209_9d933be7b6.jpg,9.829416,46.813945
1064745506,https://farm2.staticflickr.com/1324/1064745506_09c5f4031f.jpg,8.322374,47.062821
3199487382,https://farm4.staticflickr.com/3415/3199487382_b5a9f66b55.jpg,7.890157,46.545668
6337868085,https://farm7.staticflickr.com/6106/6337868085_40e988cb3c.jpg,6.913855,46.436733
6318104547,https://farm7.staticflickr.com/6047/6318104547_89cbba7642.jpg,6.929164,46.412804
4924737028,https://farm5.staticflickr.com/4073/4924737028_9f211fceb4.jpg,7.774349,46.058121
5310891462,https://farm6.staticflickr.com/5125/5310891462_c65b9dcdbc.jpg,8.611585,47.678743
5357016213,https://farm6.staticflickr.com/5204/5357016213_4fac405266.jpg,8.638713,47.697030
5357014303,https://farm6.staticflickr.com/5249/5357014303_bdf3cbccf8.jpg,8.611719,47.678909
4936167452,https://farm5.staticflickr.com/4135/4936167452_ba7ee56c7f.jpg,7.747791,46.019270
4979185748,https://farm5.staticflickr.com/4149/4979185748_e17d163916.jpg,7.747796,46.023643
4973072877,https://farm5.staticflickr.com/4149/4973072877_86da493a2c.jpg,7.754799,46.001214
4972181474,https://farm5.staticflickr.com/4148/4972181474_a1aa49514d.jpg,7.750327,45.990949
4936160524,https://farm5.staticflickr.com/4095/4936160524_f103bba0fc.jpg,7.750247,46.021579
4933202314,https://farm5.staticflickr.com/4075/4933202314_cdd5d15eef.jpg,7.741626,46.015281
4924739900,https://farm5.staticflickr.com/4121/4924739900_4ab5203d42.jpg,7.751293,46.022306
3829739162,https://farm3.staticflickr.com/2430/3829739162_972104e625.jpg,8.424110,46.595100
3829739034,https://farm4.staticflickr.com/3569/3829739034_75b9e55b19.jpg,8.424046,46.594947
3828940283,https://farm3.staticflickr.com/2549/3828940283_7e0c2845e2.jpg,8.422371,46.592136
3829738770,https://farm4.staticflickr.com/3561/3829738770_bc767d8d43.jpg,8.423574,46.584712
3804477082,https://farm4.staticflickr.com/3533/3804477082_b00d77786e.jpg,7.450500,46.705000
3803662545,https://farm4.staticflickr.com/3437/3803662545_931cc219cf.jpg,7.450447,46.704963
3803662389,https://farm3.staticflickr.com/2563/3803662389_2f25a8637d.jpg,7.454609,46.705371
3804476076,https://farm3.staticflickr.com/2530/3804476076_8d00207208.jpg,7.453751,46.706012
3804475632,https://farm3.staticflickr.com/2573/3804475632_e6a49e2fa0.jpg,7.454288,46.713672
3624900723,https://farm3.staticflickr.com/2453/3624900723_9ce505e84a.jpg,8.313732,46.551948
3624900479,https://farm3.staticflickr.com/2458/3624900479_b9a6d2a971.jpg,8.328688,46.559005
3624900173,https://farm4.staticflickr.com/3646/3624900173_5f224feceb.jpg,8.330747,46.559799
3625717892,https://farm4.staticflickr.com/3318/3625717892_74229574a8.jpg,8.336091,46.560745
3603530432,https://farm4.staticflickr.com/3566/3603530432_9a2c246d23.jpg,7.439482,46.950562
2554319316,https://farm4.staticflickr.com/3063/2554319316_411d44f708.jpg,7.582166,47.556884
2553492137,https://farm4.staticflickr.com/3097/2553492137_e095eb85c8.jpg,7.582166,47.556884
2554311390,https://farm4.staticflickr.com/3026/2554311390_7e1537fee1.jpg,7.582166,47.556884
2551974600,https://farm4.staticflickr.com/3052/2551974600_64856cd524.jpg,7.610306,47.528474
2551973704,https://farm4.staticflickr.com/3170/2551973704_2bd63eb1f0.jpg,7.610306,47.528474
2551972804,https://farm4.staticflickr.com/3276/2551972804_e4d4ec7120.jpg,7.610306,47.528474
5774758185,https://farm6.staticflickr.com/5187/5774758185_360bc01071.jpg,8.790607,47.229185
5041579732,https://farm5.staticflickr.com/4111/5041579732_9e82d5cbb8.jpg,8.744258,47.331784
5041577710,https://farm5.staticflickr.com/4111/5041577710_266140b9ea.jpg,8.744258,47.331784
5034395586,https://farm5.staticflickr.com/4112/5034395586_d915c01b63.jpg,8.713359,47.350803
5034391962,https://farm5.staticflickr.com/4148/5034391962_feaaa05aaa.jpg,8.713359,47.350803
5034383414,https://farm5.staticflickr.com/4090/5034383414_c9e6926734.jpg,8.713359,47.350803
4999919943,https://farm5.staticflickr.com/4089/4999919943_d5a76d3400.jpg,8.765974,47.344580
4999897343,https://farm5.staticflickr.com/4092/4999897343_8196e68cae.jpg,8.765974,47.344580
5000497758,https://farm5.staticflickr.com/4091/5000497758_9c1fc795d1.jpg,8.765974,47.344580
5000495274,https://farm5.staticflickr.com/4150/5000495274_31bd71ac47.jpg,8.765974,47.344580
4999889679,https://farm5.staticflickr.com/4111/4999889679_3a91e84d3c.jpg,8.765974,47.344580
5000489344,https://farm5.staticflickr.com/4145/5000489344_2ce89ea234.jpg,8.765974,47.344580
5000485946,https://farm5.staticflickr.com/4149/5000485946_4079c70853.jpg,8.765974,47.344580
4999877877,https://farm5.staticflickr.com/4130/4999877877_1acc2ab299.jpg,8.765974,47.344580
4999771897,https://farm5.staticflickr.com/4146/4999771897_b019d78009.jpg,8.765974,47.344580
4999111132,https://farm5.staticflickr.com/4104/4999111132_7f8d35d63e.jpg,8.614912,47.666225
4995231710,https://farm5.staticflickr.com/4083/4995231710_a335672807.jpg,8.615598,47.665849
